iter	MultiClass
207	0.04102669525
208	0.04079362015
209	0.04058403195
210	0.04035900135
211	0.04003321032
212	0.03954207629
213	0.03922762992
214	0.03896877997
215	0.03871105361
216	0.03851008682
217	0.03837196767
218	0.0382047727
219	0.0381057888
220	0.03797041772
221	0.03789588875
222	0.03750826749
223	0.0372289004
224	0.0370879568
225	0.03676028823
226	0.03641766318
227	0.03597714869
228	0.03579725353
229	0.03561202806
230	0.0354419055
231	0.03528197907
232	0.03512484148
233	0.03494661003
234	0.03483636099
235	0.03471210379
236	0.03458205856
237	0.03439854582
238	0.03431118829
239	0.03417365253
240	0.03407651152
241	0.03394906278
242	0.03379468717
243	0.03372170519
244	0.03360897258
245	0.03316733656
246	0.03295797968
247	0.03287708913
248	0.03274638534
249	0.03264406483
250	0.0324803813
251	0.03234191762
252	0.03211553297
253	0.03190354931
254	0.03172357235
255	0.03162621014
256	0.03153140866
257	0.03136507352
258	0.0313257531
259	0.03091665954
260	0.03082816905
261	0.03056621941
262	0.03049642531
263	0.03036929262
264	0.03012770045
265	0.02999670829
266	0.02984564478
267	0.02954504364
268	0.02945129833
269	0.02924874637
270	0.02901055333
271	0.02893476109
272	0.02878472989
273	0.02871618487
274	0.02855528001
275	0.02847050084
276	0.02824376404
277	0.02805812817
278	0.02796683977
279	0.02783880525
280	0.02776331578
281	0.02766717118
282	0.02749986881
283	0.02740131385
284	0.02717182741
285	0.02713095452
286	0.0269789418
287	0.02690118838
288	0.02678615678
289	0.02669131787
290	0.02661961329
291	0.02651422799
292	0.02633376467
293	0.02628593253
294	0.02617300095
295	0.02587850419
296	0.02581106288
297	0.02568437629
298	0.02560066873
299	0.0255560751
300	0.02548716072
301	0.02539727309
302	0.02525502946
303	0.02521082916
304	0.02514208566
305	0.02494299046
306	0.02483982208
307	0.0247226897
308	0.02463756884
309	0.02442864922
310	0.02433104676
311	0.02425060178
312	0.02413468715
313	0.02404897611
314	0.02388205575
315	0.02374618724
316	0.02371554696
317	0.02366771978
318	0.02360654104
319	0.0235196655
320	0.02344486941
321	0.0233634549
322	0.02325443966
323	0.02307783022
324	0.02297373879
325	0.02282919144
326	0.02272356147
327	0.0225989774
328	0.02245176753
329	0.02233127661
330	0.02225833424
331	0.0222315416
332	0.02220748543
333	0.02208995455
334	0.02202512798
335	0.02194441935
336	0.02187477457
337	0.02179176126
338	0.02173564157
339	0.02159925535
340	0.02145713946
341	0.02137942029
342	0.02135899567
343	0.02129801871
344	0.02125198004
345	0.02122134009
346	0.02113109907
347	0.02106976273
348	0.02094750065
349	0.02090136131
350	0.02081569558
351	0.02071464243
352	0.02059542751
353	0.0205464691
354	0.02048676542
355	0.02041191646
356	0.02036778203
357	0.02028973745
358	0.02016877131
359	0.02012788441
360	0.020019017
361	0.01998742434
362	0.01989344474
363	0.01985932868
364	0.01982108274
365	0.01974328055
366	0.01971317954
367	0.01968132512
368	0.01958632759
369	0.01950951178
370	0.0194507438
371	0.01939541754
372	0.01936117274
373	0.01931078891
374	0.01926827755
375	0.01921839471
376	0.01919960106
377	0.01907658351
378	0.01895969239
379	0.01890140412
380	0.01885527315
381	0.01883357284
382	0.01879713959
383	0.01874716979
384	0.01871010322
385	0.0186490783
386	0.01859947457
387	0.01856376966
388	0.01851463465
389	0.01843650142
390	0.01836996328
391	0.01836318718
392	0.01833833322
393	0.01828814831
394	0.01818560976
395	0.01815887935
396	0.01809986774
397	0.0180408623
398	0.01795091013
399	0.01789023786
400	0.01788025753
401	0.01784990352
402	0.0177715699
403	0.01771672263
404	0.01768147129
405	0.01764676421
406	0.0175763293
407	0.01752133053
408	0.01748101754
409	0.01741267073
410	0.01735642448
411	0.01731608952
412	0.01728705703
413	0.01722943681
414	0.01716885485
415	0.01713194669
416	0.01707870679
417	0.01701992903
418	0.01695685128
419	0.01689046475
420	0.01683265453
421	0.01679635237
422	0.01673881138
423	0.01666227466
424	0.01661868301
425	0.01656640998
426	0.01650914701
427	0.01644746033
428	0.0163810641
429	0.01631352993
430	0.01625666627
431	0.01621857906
432	0.01615298532
433	0.01614010724
434	0.016066024
435	0.01603567372
436	0.01597877971
437	0.01592006258
438	0.01586134394
439	0.01582379161
440	0.01574807531
441	0.01569832611
442	0.01562644296
443	0.01554961711
444	0.0154932353
445	0.01542886741
446	0.01535536959
447	0.01529707854
448	0.01520355895
449	0.01518910182
450	0.01514606592
451	0.01509264621
452	0.01503055788
453	0.01501030405
454	0.0149798088
455	0.01495836266
456	0.01494473964
457	0.01488138502
458	0.01485033549
459	0.01482477723
460	0.01479906992
461	0.01474896497
462	0.01473804983
463	0.01468597671
464	0.01457018715
465	0.01454860629
466	0.01452890177
467	0.01447694288
468	0.01443676431
469	0.01438268698
470	0.01435466688
471	0.01431458504
472	0.01418470738
473	0.0141413166
474	0.01409308901
475	0.01407629188
476	0.01402523011
477	0.01393487092
478	0.01388691742
479	0.01385855075
480	0.01377008488
481	0.01373130812
482	0.01365745072
483	0.01359560341
484	0.01355571638
485	0.01348456171
486	0.01344788594
487	0.01339774604
488	0.01335296823
489	0.01329386815
490	0.01326748467
491	0.01323831741
492	0.01317981918
493	0.01314105637
494	0.0131129773
495	0.01307453724
496	0.01302359107
497	0.01300361969
498	0.01296070637
499	0.01289364011
500	0.01288326477
501	0.01285562186
502	0.01283500922
503	0.01282234771
504	0.01275290967
505	0.01273707167
506	0.01263728172
507	0.01261323859
508	0.01259161878
509	0.01256872292
510	0.01254578646
511	0.01251341749
512	0.01246220207
513	0.01241125486
514	0.0123932836
515	0.0123696118
516	0.01233043266
517	0.01229736302
518	0.01227143109
519	0.01224416938
520	0.0122046879
521	0.01218175883
522	0.01215069695
523	0.01213978432
524	0.01211433748
525	0.01209457577
526	0.01205767694
527	0.01204246947
528	0.01202414443
529	0.01200231747
530	0.01198845565
531	0.01196009544
532	0.0119461804
533	0.01192155878
534	0.01188457565
535	0.01185159757
536	0.01183111002
537	0.01179440446
538	0.01174004067
539	0.01171226064
540	0.01167476027
541	0.01163249065
542	0.0116120545
543	0.01156768521
544	0.0115372113
545	0.01150627544
546	0.01148588057
547	0.01147631288
548	0.0114373399
549	0.01141334106
550	0.01138173962
551	0.01136829626
552	0.01135229944
553	0.01132499352
554	0.01129815924
555	0.01126392062
556	0.01122820489
557	0.01120836957
558	0.01119211579
559	0.01117105678
560	0.01113235757
561	0.01108374484
562	0.01105799438
563	0.0110323231
564	0.01101738365
565	0.01098469481
566	0.01095837314
567	0.01093427365
568	0.01092738032
569	0.01091007396
570	0.01088574924
571	0.01085786867
572	0.01084859798
573	0.01083609515
574	0.01081123218
575	0.01076529045
576	0.01074968294
577	0.01068060445
578	0.01066518677
579	0.01063793486
580	0.01062178906
581	0.01060070416
582	0.01058950601
583	0.01058062856
584	0.01056829433
585	0.01054820193
586	0.01053574222
587	0.01052136378
588	0.0105030258
589	0.01049084093
590	0.0104807589
591	0.01046243146
592	0.01042668641
593	0.01041592381
594	0.01040310056
595	0.01038480331
596	0.01036911391
597	0.0103525569
598	0.01033594544
599	0.01029640389
600	0.01027844823
601	0.01026719719
602	0.01024727594
603	0.01018260358
604	0.01016415026
605	0.01015864987
606	0.01013454059
607	0.01010316489
608	0.01008412246
609	0.01007904981
610	0.01004785784
611	0.01003590626
612	0.01002016913
613	0.0100080011
614	0.009966788503
615	0.009948044629
616	0.009939108486
617	0.009926700331
618	0.009906209141
619	0.009890707746
620	0.009874783311
621	0.009866964297
622	0.00985781596
623	0.009842801764
624	0.009831931647
625	0.009823858368
626	0.009808211294
627	0.009789802502
628	0.009774041948
629	0.009739340777
630	0.00971064542
631	0.009698300886
632	0.009689683409
633	0.009649751767
634	0.009638467384
635	0.009609026512
636	0.009598655997
637	0.009583223447
638	0.009580509101
639	0.009558299241
640	0.009554327881
641	0.009538407251
642	0.009524302122
643	0.009505608189
644	0.009481937515
645	0.009453465586
646	0.009432359807
647	0.009422757752
648	0.009395563515
649	0.009376701053
650	0.009369525937
651	0.009344127031
652	0.009324949444
653	0.00926466182
654	0.009257680491
655	0.009245547161
656	0.009226145947
657	0.009208805167
658	0.009204056424
659	0.00919755212
660	0.009187054566
661	0.009176215806
662	0.009165789251
663	0.009132358597
664	0.009115870684
665	0.009103494996
666	0.009087567309
667	0.009072278122
668	0.009002474767
669	0.008988136524
670	0.00897242044
671	0.008962203201
672	0.008945097093
673	0.008923922821
674	0.008906162587
675	0.008893343829
676	0.008886130199
677	0.008874856343
678	0.008834697422
679	0.008806310002
680	0.008792708964
681	0.008780340427
682	0.008760600769
683	0.008748941626
684	0.008739436819
685	0.008717916509
686	0.008676621167
687	0.008671325891
688	0.008656778765
689	0.008643013529
690	0.008631530848
691	0.008599143375
692	0.008586248037
693	0.008575378308
694	0.008557931817
695	0.008544656369
696	0.008533717164
697	0.008524122248
698	0.008515804032
699	0.008500512221
700	0.008481982943
701	0.008466468308
702	0.008454707924
703	0.008442823921
704	0.008419538508
705	0.008414457227
706	0.008405376533
707	0.008392824048
708	0.008368745259
709	0.008343546032
710	0.008333827985
711	0.00830538276
712	0.00827148056
713	0.008235226382
714	0.008223595092
715	0.008213266891
716	0.008205259648
717	0.008186354265
718	0.008167868715
719	0.008130999869
720	0.008120123025
721	0.008111684698
722	0.00810125036
723	0.008082623138
724	0.008072117158
725	0.008064159323
726	0.00805186324
727	0.008042431505
728	0.008021214122
729	0.008010684296
730	0.0080018159
731	0.007979341714
732	0.007972522408
733	0.007965082246
734	0.007956037493
735	0.007927935211
736	0.007918106888
737	0.007903501407
738	0.007899517676
739	0.007889624089
740	0.007869822514
741	0.007863762102
742	0.007852933691
743	0.007839751525
744	0.007831127555
745	0.007822382726
746	0.0078160316
747	0.007806465532
748	0.007780552239
749	0.007772380941
750	0.007769596791
751	0.007754737615
752	0.00773189549
753	0.007728036775
754	0.007721124413
755	0.007712507422
756	0.007709191179
757	0.007693294723
758	0.007683604818
759	0.007674465537
760	0.007657473206
761	0.007651813621
762	0.007638825846
763	0.007619230627
764	0.007612985006
765	0.00759237219
766	0.007586135004
767	0.007572249777
768	0.007562996038
769	0.007556774045
770	0.007551468242
771	0.007544617823
772	0.007535972774
773	0.007519250567
774	0.007501922719
775	0.007496952434
776	0.007473765292
777	0.007463239743
778	0.007449867393
779	0.007442899254
780	0.007433642671
781	0.007411699344
782	0.007399450437
783	0.007393915646
784	0.007389332751
785	0.007382454147
786	0.007368595654
787	0.007359909888
788	0.007346660922
789	0.007336484634
790	0.007324000818
791	0.007317317045
792	0.007310358698
793	0.00729907764
794	0.007283970832
795	0.007272533145
796	0.007264950443
797	0.007256938473
798	0.007245270664
799	0.007199289017
800	0.007190535788
801	0.007184013832
802	0.007177112315
803	0.007169941054
804	0.00716156158
805	0.007132582229
806	0.00712262383
807	0.007113827127
808	0.007110898989
809	0.007094720448
810	0.007084831274
811	0.007073682345
812	0.007068658316
813	0.007059777583
814	0.007055866706
815	0.007043620114
816	0.007031611957
817	0.007019548263
818	0.007009006929
819	0.007005583116
820	0.00699904601
821	0.006994744143
822	0.006986230334
823	0.006970260233
824	0.006964112913
825	0.006952094451
826	0.006943674519
827	0.006935925525
828	0.006925285075
829	0.006917643437
830	0.006907805453
831	0.006897821288
832	0.006886059102
833	0.006877023374
834	0.006870298805
835	0.006842987838
836	0.00683807263
837	0.006833852771
838	0.006825157787
839	0.006811571482
840	0.006803660098
841	0.006798993663
842	0.006790600142
843	0.006777640164
844	0.00675722046
845	0.006750143152
846	0.006745165124
847	0.006739071889
848	0.006732157235
849	0.006729318035
850	0.006720991225
851	0.006715721184
852	0.006710514613
853	0.006701865748
854	0.00669146649
855	0.006681499713
856	0.006669238803
857	0.006655897124
858	0.006652163064
859	0.006645643507
860	0.00662833963
861	0.006619583677
862	0.006614368513
863	0.006604981825
864	0.00660010785
865	0.006595028919
866	0.006590756384
867	0.006583430182
868	0.006559203046
869	0.006552878296
870	0.006544515047
871	0.006540052522
872	0.006532007794
873	0.006520453317
874	0.006515436798
875	0.00650466597
876	0.006497888614
877	0.006493564062
878	0.006485999788
879	0.006478802854
880	0.006473047145
881	0.006469067665
882	0.00646230573
883	0.006455514626
884	0.006449582492
885	0.00643297405
886	0.006420827352
887	0.006401981924
888	0.006397222046
889	0.006389122038
890	0.006379810428
891	0.00636873856
892	0.006360847412
893	0.006354392246
894	0.006343571674
895	0.006334968077
896	0.006326115939
897	0.006314433379
898	0.006308717831
899	0.006302258526
